Build Timestamp (UTC)	Build	Job	Job URL	Build Trigger	Allow Job Failure	PR#	Branch	Commit	Commit Range	Commit Message	Sketch Filename	Board ID	IDE Version	Program Storage (bytes)	Dynamic Memory (bytes)	# Warnings	Allow Failure	Exit Status	# Board Issues	Board Issue	# Library Issues	Library Issue
2020-07-06 01:27:02	374	374.142	https://travis-ci.org/SpenceKonde/ATTinyCore/jobs/705227122	push		false	master	194a2a0bed8ed8d22ee3426559788ed9d2b1083b	67b5b340c8af...194a2a0bed8e	Fix boards.txt for micronucleus x41	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	ATTinyCore:avr:attiny43:LTO=disable,clock=8internal,eesave=aenable,bod=disable,neopixelport=portb,millis=enabled	1.6.7	278	9	0	false	0	0		0	
2020-07-06 01:27:08	374	374.142	https://travis-ci.org/SpenceKonde/ATTinyCore/jobs/705227122	push		false	master	194a2a0bed8ed8d22ee3426559788ed9d2b1083b	67b5b340c8af...194a2a0bed8e	Fix boards.txt for micronucleus x41	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	ATTinyCore:avr:attiny43:LTO=disable,clock=8internal,eesave=aenable,bod=disable,neopixelport=portb,millis=enabled	1.6.9	278	9	0	false	0	0		0	
2020-07-06 01:27:23	374	374.142	https://travis-ci.org/SpenceKonde/ATTinyCore/jobs/705227122	push		false	master	194a2a0bed8ed8d22ee3426559788ed9d2b1083b	67b5b340c8af...194a2a0bed8e	Fix boards.txt for micronucleus x41	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	ATTinyCore:avr:attiny43:LTO=disable,clock=8internal,eesave=aenable,bod=disable,neopixelport=portb,millis=enabled	1.6.13	278	9	0	false	0	0		0	
2020-07-06 01:27:27	374	374.142	https://travis-ci.org/SpenceKonde/ATTinyCore/jobs/705227122	push		false	master	194a2a0bed8ed8d22ee3426559788ed9d2b1083b	67b5b340c8af...194a2a0bed8e	Fix boards.txt for micronucleus x41	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	ATTinyCore:avr:attiny43:LTO=disable,clock=8internal,eesave=aenable,bod=disable,neopixelport=portb,millis=enabled	1.8.6	278	9	0	false	0	0		0	
2020-07-06 01:27:34	374	374.142	https://travis-ci.org/SpenceKonde/ATTinyCore/jobs/705227122	push		false	master	194a2a0bed8ed8d22ee3426559788ed9d2b1083b	67b5b340c8af...194a2a0bed8e	Fix boards.txt for micronucleus x41	/home/travis/arduino-ide/arduino/examples/01.Basics/BareMinimum/BareMinimum.ino	ATTinyCore:avr:attiny43:LTO=disable,clock=8internal,eesave=aenable,bod=disable,neopixelport=portb,millis=enabled	1.8.13	278	9	0	false	0	0		0	
